multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
2825,81ZFJD,1932-01-01,10:54,62.0,40,AV LIBERTADOR,,IMPAGA,22.0,20.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
2826,W326AVE,2024-01-06,10:55,138.0,80,AV SIEMPRE VIVA,,PAGADA,58.0,54.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
2827,5777770,2022-08-26,00:00,146.0,80,AV SIEMPRE VIVA,,PAGADA,66.0,62.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2837,W326AVE,1932-01-01,00:00,151.0,80,AV LIBERTADOR,R01,PAGADA,71.0,67.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
2848,VNK296GP,2020-09-05,15:40,125.0,60,AV LIBERTADOR,R01,IMPAGA,65.0,62.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
2853,MVU4688,1932-01-01,00:00,109.0,40,AV SIEMPRE VIVA,R02,PAGADA,69.0,67.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
2854,UM96201,2023-11-05,00:00,129.0,80,AV SIEMPRE VIVA,R01,PAGADA,49.0,45.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
2863,XIIUME,2022-11-21,00:00,123.0,80,AV SIEMPRE VIVA,R01,APELADA,43.0,39.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2870,XIIUME,2020-05-02,00:00,134.0,80,AV LIBERTADOR,R01,IMPAGA,54.0,50.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2873,M431ZW,1932-01-01,10:57,59.0,40,AV SIEMPRE VIVA,,ERROR,19.0,17.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2878,M431ZW,2023-04-26,20:03,70.0,60,AV SIEMPRE VIVA,R02,PAGADA,10.0,7.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2879,589222,2024-02-02,10:58,73.0,40,AV LIBERTADOR,,APELADA,33.0,31.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
2885,2999961,1932-01-01,10:58,55.0,40,RUTA 9,R03,PAGADA,15.0,13.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
2887,VY90540,1932-01-01,20:03,118.0,40,RUTA 9,R02,IMPAGA,78.0,76.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
2895,5777770,2023-09-30,15:42,85.0,40,AV LIBERTADOR,R03,IMPAGA,45.0,43.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
2908,3646HBH,2022-11-12,10:59,138.0,80,AV SIEMPRE VIVA,R03,APELADA,58.0,54.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2911,M431ZW,2023-10-10,10:59,68.0,40,AV SIEMPRE VIVA,R01,IMPAGA,28.0,26.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
2912,FVIOUHP,1932-01-01,10:59,138.0,80,AV LIBERTADOR,R03,IMPAGA,58.0,54.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,85.71
2913,CT5B876,2020-08-05,00:00,143.0,80,AV LIBERTADOR,R02,ERROR,63.0,59.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
2916,BHRP770,1932-01-01,00:00,95.0,40,AV LIBERTADOR,,PAGADA,55.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
2927,589222,2020-11-14,10:01,55.0,40,AV SIEMPRE VIVA,R03,PAGADA,15.0,13.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
2934,BB8986,2020-12-11,11:00,96.0,80,AV LIBERTADOR,R02,ERROR,16.0,12.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
2937,81ZFJD,2023-12-17,10:01,87.0,80,AV LIBERTADOR,R01,PAGADA,7.0,3.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/02a6ef3d9bd68e91_patente.jpg,81ZFD,90.91
2942,691XC80,2022-03-02,15:44,123.0,60,AV SIEMPRE VIVA,R01,APELADA,63.0,60.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
2945,FD1475,1932-01-01,20:05,107.0,60,AV SIEMPRE VIVA,R03,APELADA,47.0,44.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
2957,691XC80,2020-12-05,11:00,135.0,60,AV LIBERTADOR,R02,PAGADA,75.0,72.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
2961,3646HBH,2021-04-03,10:02,127.0,60,AV LIBERTADOR,R03,ERROR,67.0,64.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
2966,BP717,1932-01-01,15:45,112.0,40,AV LIBERTADOR,R03,APELADA,72.0,70.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
2972,W326AVE,2020-07-02,00:00,113.0,60,AV LIBERTADOR,,ERROR,53.0,50.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
2973,2999961,1932-01-01,10:02,102.0,80,AV SIEMPRE VIVA,R01,APELADA,22.0,18.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
2981,XIIUME,2021-07-23,00:00,81.0,60,RUTA 9,R02,IMPAGA,21.0,18.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XIIUME,100.0
2982,HF58HXP,2020-06-24,10:03,97.0,60,AV LIBERTADOR,,PAGADA,37.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
2983,589222,2020-12-08,00:00,62.0,40,AV SIEMPRE VIVA,R03,APELADA,22.0,20.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
2985,J1S1,2021-11-21,00:00,116.0,60,AV SIEMPRE VIVA,R01,IMPAGA,56.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
2989,691XC80,2022-10-30,11:01,117.0,60,AV SIEMPRE VIVA,R01,PAGADA,57.0,54.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
2992,J1S1,2022-01-01,10:03,118.0,80,AV LIBERTADOR,R03,ERROR,38.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3008,GCP332,2021-01-11,11:03,116.0,80,RUTA 9,,APELADA,36.0,32.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3009,BB8986,2022-03-04,00:00,104.0,60,RUTA 9,R03,PAGADA,44.0,41.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
3010,UM96201,1932-01-01,20:08,57.0,40,AV SIEMPRE VIVA,R03,PAGADA,17.0,15.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3013,FD1475,2020-11-30,11:03,118.0,60,RUTA 9,R02,APELADA,58.0,55.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
3017,FD1475,1932-01-01,10:04,109.0,60,RUTA 9,,IMPAGA,49.0,46.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
3018,GCP332,2023-02-13,10:04,79.0,60,AV LIBERTADOR,R01,PAGADA,19.0,16.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3023,5777770,2023-05-14,15:47,75.0,40,AV LIBERTADOR,R03,PAGADA,35.0,33.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3037,GOOGLE,2023-02-22,20:09,86.0,40,AV LIBERTADOR,R02,IMPAGA,46.0,44.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
3040,BM351,1932-01-01,20:09,111.0,80,RUTA 9,R02,APELADA,31.0,27.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3053,MVU4688,2021-03-29,10:05,105.0,60,RUTA 9,R03,PAGADA,45.0,42.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
3064,FD1475,2023-09-01,20:10,108.0,80,AV LIBERTADOR,R02,APELADA,28.0,24.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
3066,VY90540,2023-12-11,20:10,102.0,40,AV LIBERTADOR,R02,PAGADA,62.0,60.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3073,691XC80,1932-01-01,20:10,120.0,60,AV SIEMPRE VIVA,,ERROR,60.0,57.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3084,CT5B876,2020-08-08,20:11,85.0,40,AV LIBERTADOR,,APELADA,45.0,43.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
3091,589222,2023-07-05,00:00,121.0,60,AV LIBERTADOR,,IMPAGA,61.0,58.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
3102,BHRP770,2021-04-11,20:12,55.0,40,RUTA 9,,PAGADA,15.0,13.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3104,UM96201,2024-01-28,20:12,90.0,60,AV SIEMPRE VIVA,,APELADA,30.0,27.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3112,MPX9357,2020-12-01,00:00,69.0,40,AV LIBERTADOR,,ERROR,29.0,27.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3122,J1S1,1932-01-01,11:06,91.0,60,AV SIEMPRE VIVA,R01,APELADA,31.0,28.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3127,MPX9357,2020-01-26,11:07,50.0,40,AV LIBERTADOR,R02,ERROR,10.0,8.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3139,W326AVE,2021-08-04,15:51,109.0,40,AV LIBERTADOR,,ERROR,69.0,67.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
3148,GCP332,1932-01-01,10:08,135.0,80,RUTA 9,R02,ERROR,55.0,51.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3161,FVIOUHP,2024-01-24,20:13,130.0,80,AV SIEMPRE VIVA,R03,IMPAGA,50.0,46.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,85.71
3162,HF3461,2023-02-28,00:00,124.0,60,AV LIBERTADOR,R03,IMPAGA,64.0,61.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3166,BP717,2023-11-21,20:14,107.0,80,AV SIEMPRE VIVA,R02,IMPAGA,27.0,23.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
3168,MPX9357,2020-12-19,20:14,43.0,40,RUTA 9,R01,APELADA,3.0,1.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3169,J1S1,2021-11-23,11:09,85.0,60,AV LIBERTADOR,R03,APELADA,25.0,22.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3171,3646HBH,2024-02-03,20:14,131.0,80,AV LIBERTADOR,R01,IMPAGA,51.0,47.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3181,UM96201,2021-04-22,20:15,123.0,60,RUTA 9,,PAGADA,63.0,60.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3188,BHRP770,2021-02-09,15:53,116.0,60,AV SIEMPRE VIVA,,APELADA,56.0,53.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3190,691XC80,2020-08-16,11:10,118.0,80,RUTA 9,R03,IMPAGA,38.0,34.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3194,BP717,1932-01-01,20:15,82.0,40,RUTA 9,R02,ERROR,42.0,40.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
3196,BM351,1932-01-01,11:10,128.0,60,RUTA 9,,IMPAGA,68.0,65.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
3200,2999961,2023-08-11,00:00,126.0,80,AV LIBERTADOR,,PAGADA,46.0,42.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3202,M431ZW,2020-01-03,15:54,120.0,40,AV LIBERTADOR,,APELADA,80.0,78.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3217,HK06YMX,1932-01-01,00:00,136.0,60,AV LIBERTADOR,,ERROR,76.0,73.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3221,BB8986,2021-07-23,20:18,81.0,60,AV LIBERTADOR,R02,APELADA,21.0,18.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
3225,M431ZW,2020-06-02,10:10,155.0,80,AV SIEMPRE VIVA,R02,PAGADA,75.0,71.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
3228,AI7OVF,2021-02-03,20:18,119.0,60,RUTA 9,R02,PAGADA,59.0,56.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,83.33
3231,HF3461,2021-06-29,20:18,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,59.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3233,HK06YMX,2022-09-03,11:11,105.0,40,AV LIBERTADOR,,IMPAGA,65.0,63.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3236,VY90540,2023-08-02,20:19,71.0,60,AV SIEMPRE VIVA,R01,ERROR,11.0,8.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3242,VY90540,2023-01-19,11:12,94.0,40,AV LIBERTADOR,R02,PAGADA,54.0,52.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3243,2999961,2022-02-01,20:19,102.0,80,AV LIBERTADOR,R01,ERROR,22.0,18.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3251,CT5B876,2021-12-27,00:00,120.0,80,AV LIBERTADOR,R03,APELADA,40.0,36.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
3259,FVIOUHP,2023-11-15,10:12,159.0,80,AV SIEMPRE VIVA,R02,APELADA,79.0,75.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,85.71
3263,GCP332,2022-04-16,11:13,140.0,80,RUTA 9,R03,APELADA,60.0,56.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3266,HK06YMX,2022-07-22,10:12,65.0,40,AV LIBERTADOR,R01,IMPAGA,25.0,23.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
3269,6611172,1932-01-01,15:55,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
3270,BB8986,2021-08-15,00:00,94.0,40,RUTA 9,R02,APELADA,54.0,52.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
3272,MPX9357,2023-12-09,00:00,115.0,80,RUTA 9,R01,APELADA,35.0,31.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3273,6611172,1932-01-01,15:55,98.0,80,AV SIEMPRE VIVA,R03,PAGADA,18.0,14.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
3284,589222,1932-01-01,20:20,93.0,80,AV SIEMPRE VIVA,R03,ERROR,13.0,9.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
3288,UM96201,1932-01-01,11:15,110.0,80,RUTA 9,R02,PAGADA,30.0,26.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
3290,FVIOUHP,2021-01-13,00:00,52.0,40,AV LIBERTADOR,R01,PAGADA,12.0,10.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,85.71
3298,HF58HXP,2022-12-05,20:21,75.0,40,AV SIEMPRE VIVA,R02,IMPAGA,35.0,33.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
3311,BHRP770,2022-06-01,20:22,90.0,60,AV LIBERTADOR,R02,APELADA,30.0,27.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3312,J1S1,1932-01-01,10:14,150.0,80,RUTA 9,,APELADA,70.0,66.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
3320,VNK296GP,2020-09-12,20:22,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
3346,3646HBH,2021-02-16,10:16,106.0,80,RUTA 9,R01,IMPAGA,26.0,22.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3347,691XC80,1932-01-01,15:57,51.0,40,RUTA 9,R01,IMPAGA,11.0,9.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
3350,5777770,1932-01-01,00:00,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,72.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
3373,2999961,2021-03-12,20:24,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,7.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
3384,3646HBH,2021-10-07,00:00,101.0,80,AV LIBERTADOR,R02,IMPAGA,21.0,17.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
3386,MPX9357,2023-01-08,20:25,89.0,80,AV SIEMPRE VIVA,R03,APELADA,9.0,5.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
3394,HF3461,2023-12-22,20:25,131.0,60,AV LIBERTADOR,R01,APELADA,71.0,68.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
3401,BHRP770,1932-01-01,20:25,130.0,60,AV LIBERTADOR,,PAGADA,70.0,67.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
3403,GCP332,1932-01-01,11:20,136.0,60,AV LIBERTADOR,,PAGADA,76.0,73.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
3419,FD1475,2023-12-03,11:21,114.0,40,AV LIBERTADOR,R02,APELADA,74.0,72.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
3430,VNK296GP,2023-06-23,20:26,83.0,60,AV LIBERTADOR,R02,PAGADA,23.0,20.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/16789af24af158d8_patente.jp2,NK226GP,80.0
3432,VY90540,2020-12-08,10:21,127.0,80,RUTA 9,,APELADA,47.0,43.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,100.0
3449,HK06YMX,2020-11-29,20:27,84.0,40,AV LIBERTADOR,R01,ERROR,44.0,42.0,/content/Urban_Flow-Villalba_Ezequiel/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
